designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,x,y,z
Gaia DR3 5853498713190525696,5853498713190525696,217.39232147200883,-62.67607511676666,768.0665391873573,-3781.741008265163,769.4650146478623,0.97145325,8.984749,3.8045802,-21.942726,NOT_AVAILABLE,0,True,True,False,False,False,True,False,2829.3542,5.1373,-0.1806,1.3011,0.0,0.0,0.0,-0.91419442169675,-0.6987602995656218,-2.227079796545109
Gaia DR3 4472832130942575872,4472832130942575872,269.4485025254384,4.739420051112412,546.975939730948,-801.5509783684709,10362.394206546573,1.0848505,8.1939745,2.8336968,-110.46822,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3099.6335,4.764,-0.9072,1.8275,0.0001,0.0,0.0,-0.01711964211974117,-1.7785266344827912,0.14746032174474594
Gaia DR3 762815470562110464,762815470562110464,165.83095967577933,35.948653032660104,392.75294543876464,-580.0570872139048,-4776.588719443488,0.9638494,6.551172,2.2156086,-85.11064,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3511.045,4.8322,-0.1783,2.5453,0.0,0.0,0.0,-1.0057943479955451,0.25392689790428247,0.7522615812189951
Gaia DR3 4075141768785646848,4075141768785646848,282.4587890175222,-23.83709744872712,336.0266016683708,639.367850335873,-193.95792507116096,0.98801184,9.126414,2.8340364,-11.11644,NOT_AVAILABLE,0,False,False,True,False,False,False,False,3117.376,4.776,-0.84,2.9762,0.0002,0.0001,0.0001,0.2162551209401858,-0.9787949663526287,-0.4428866023355313
Gaia DR3 5164707970261890560,5164707970261890560,53.22829341517546,-9.458168216292322,310.5772928005821,-974.758145249517,20.875840089774208,2.7166147,3.465752,1.1402977,,NOT_AVAILABLE,0,False,False,False,False,False,True,False,5002.0435,4.5631,0.1258,3.2179,0.0,0.0,0.0,0.5985019537745314,0.8008582638666899,-0.1665570437807792
Gaia DR3 6553614253923452800,6553614253923452800,346.5039166796005,-35.8471642082214,304.1353692001036,6765.995136250774,1330.2852747179843,0.9320045,6.5220323,2.0982852,8.306988,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3376.0845,4.1558,-0.9754,3.2877,0.0,0.0,0.0,0.7819316660082536,-0.18766865209894457,-0.5809689049243248
Gaia DR3 3796072592206250624,3796072592206250624,176.93768799004127,0.7991199702364985,296.3053079139394,607.2990766811824,-1223.0283548879977,1.0825819,9.601,3.0332584,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3093.4,5.0554,-0.2009,3.3731,0.0,0.0,0.0,-0.9654578299354409,0.05165042855406301,0.013485635802362755
Gaia DR3 1872046609345556480,1872046609345556480,316.7484792940004,38.76386244649797,285.9949482957812,4164.2086922846665,3249.613883848584,1.2043179,4.766713,1.4625897,-65.97495,NOT_AVAILABLE,0,True,True,False,False,False,True,False,4353.7437,4.6322,0.2244,3.4904,0.0,0.0,0.0,0.5306863088517404,-0.4992463804567378,0.5850625492826043
Gaia DR3 1872046574983497216,1872046574983497216,316.753662752556,38.75607277205679,286.0053518616485,4105.976428209489,3155.9416398273515,0.9611461,5.4506445,1.7153406,-64.593544,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3889.6328,4.548,-0.484,3.4947,0.0003,0.0002,0.0001,0.5301363060186347,-0.4986385628569847,0.5842437257957807
Gaia DR3 2154880616774131840,2154880616774131840,280.6830708352289,59.638357907754816,283.8401180184389,-1311.6790825522846,1792.3245558304384,1.0079373,7.854393,2.4610577,-1.303306,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3352.192,4.8588,-0.1016,3.522,0.0,0.0,0.0,0.08677082343853086,-0.45996650810882184,0.7990472426174917
Gaia DR3 2154880616774131712,2154880616774131712,280.68308624583415,59.635145454818776,283.8377678450057,-1400.263516756894,1862.5251477485456,1.312914,8.524704,2.625472,0.87630755,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3179.6333,4.4099,-1.0413,3.5236,0.0001,0.0001,0.0,0.08673984723632867,-0.4598016263681589,0.7986581768430558
Gaia DR3 385334230892516480,385334230892516480,4.613226257557736,44.02478674398518,280.706821579123,2891.5180773367792,411.8320203661465,1.0384927,7.218567,2.164384,11.367275,NOT_AVAILABLE,0,True,True,True,True,False,True,False,3352.2085,4.0641,-1.4361,3.5625,0.0,0.0,0.0,0.6561661551081504,0.05294632922757875,0.6362623775347995
Gaia DR3 385334196532776576,385334196532776576,4.625300681217554,44.02874451664357,280.6947310460246,2862.7964264973784,336.43190371856457,1.1803766,9.686646,2.8360271,10.603611,NOT_AVAILABLE,0,True,True,True,True,False,True,False,3020.2869,4.6976,-0.7747,3.5638,0.0003,0.0002,0.0001,0.6558718380234877,0.05306170036255479,0.6360757369261675
Gaia DR3 6412595290592307840,6412595290592307840,330.8724078795965,-56.79725466122902,274.8431415216296,3966.660538748413,-2536.1919868044724,1.1482686,4.322904,1.2974195,-40.4267,NOT_AVAILABLE,0,True,True,False,False,False,False,False,4560.303,4.5249,-0.2973,3.6481,0.0,0.0,0.0,0.42766771641729223,-0.23830662649192466,-0.7480802167763123
Gaia DR3 3139847906307949696,3139847906307949696,111.85462844259372,5.209382701706996,264.12689775460655,571.2323467293181,-3691.4865653792745,1.2387705,8.576388,2.7577581,17.353445,NOT_AVAILABLE,0,False,False,False,False,False,True,False,3024.395,4.2393,-0.7638,3.786,0.0,0.0,0.0,-0.3193635414027683,0.7962631985992994,0.07821857000706559
Gaia DR3 4810594479418041856,4810594479418041856,77.9599373502188,-45.0438126993602,254.19859326384577,6491.223339061598,-5708.614150045243,1.1701684,8.063552,2.0266457,245.05313,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3451.8704,4.4062,-1.52,3.9346,0.0,0.0,0.0,0.12217505722513511,0.5728186827944887,-0.5865994176552818
Gaia DR3 2306965202564744064,2306965202564744064,1.3832841523481234,-37.36774402806293,230.09703402875448,5633.438087895326,-2334.7212726520424,1.4012543,7.6824937,2.186049,25.126139,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3355.3533,4.1294,-1.3171,4.3458,0.0,0.0,0.0,0.5962976595540999,0.014399130424860735,-0.45550502777742946
Gaia DR3 1637645127018395776,1637645127018395776,264.1040525731971,68.3334976375916,219.78977211974916,-320.67472432996726,-1269.893286659221,1.2150519,8.02864,2.518117,-28.90487,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3192.2751,4.0126,-1.1643,4.549,0.0,0.0,0.0,-0.027191893679381327,-0.2633126629366173,0.6663280202890381
Gaia DR3 5951824121022278144,5951824121022278144,262.1701639221161,-46.89910489864381,219.64625138839503,572.5684618204186,-880.5826187621278,1.054375,8.336431,2.4648557,-3.370759,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3274.975,4.6084,-0.3825,4.5522,0.0007,0.0005,0.0003,-0.0666934977407272,-0.48499597525617805,-0.5231389788189176
Gaia DR3 2603090003484152064,2603090003484152064,343.3241110018443,-14.266689393516607,214.0379888743159,957.7147312894218,-673.6012364809744,1.3398496,8.875059,2.8092842,-2.085692,NOT_AVAILABLE,1,True,True,True,False,False,False,False,3185.4407,4.7813,-0.0011,4.665,0.0,0.0,0.0,0.6490955819600961,-0.194440308826462,-0.17229678702017076
Gaia DR3 823773494718931968,823773494718931968,152.8329289582321,49.451988897100506,205.31478196510724,-1363.2871863986295,-505.7703588749188,0.94332755,5.9611735,1.7223029,-26.481712,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3978.864,4.5458,-0.0402,4.8722,0.0001,0.0,0.0,-0.3871718000762678,0.19869807392200844,0.5086683324891208
Gaia DR3 778947814402602752,778947814402602752,166.34205974427476,43.53094856108456,203.8875927696954,-4406.469178827325,938.5266266886064,0.9393333,7.912665,2.104178,68.41321,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3382.1968,4.095,-1.4765,4.9055,0.0,0.0,0.0,-0.4684075866105892,0.11382124381490581,0.4579323916905833
Gaia DR3 6562924609150908416,6562924609150908416,323.3912518776402,-49.01263039681064,201.3251983325545,-45.91675295376507,-816.8749628777432,1.0965127,7.739947,2.2399096,12.723588,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3310.1243,3.952,-1.3697,4.9647,0.0,0.0,0.0,0.34588576187914916,-0.25695938506239396,-0.4959015076755277
Gaia DR3 625453654702751872,625453654702751872,154.89881370110675,19.869809905451323,201.40642101948623,-498.6203603111094,-43.42766908201863,1.1544943,8.204091,2.564643,10.672628,NOT_AVAILABLE,0,False,False,True,False,False,True,False,3187.3616,4.0032,-1.1456,4.9694,0.0003,0.0002,0.0001,-0.5589621194213362,0.2618511026705226,0.22307566725090666
Gaia DR3 5955305209191546112,5955305209191546112,264.26088738973226,-44.32338224303842,199.6944012807481,-705.9450540795624,-938.0799698989338,1.0140452,9.602153,2.9048986,-34.901894,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3155.8037,4.9465,0.0419,5.0035,0.0,0.0,0.0,-0.04663378707415294,-0.46400503275321764,-0.45545633645951766
Gaia DR3 4468557611984384512,4468557611984384512,271.364453818457,2.495224095912567,195.5673545594233,206.5250031061404,-1107.4919291637984,3.2666097,3.987364,1.0036926,-5.730343,NOT_AVAILABLE,0,True,True,False,False,False,True,False,5204.636,4.481,-0.1421,5.1193,0.0,0.0,0.0,0.015156467068603022,-0.6363259904682961,0.027737315485880387
Gaia DR3 3316364602541746048,3316364602541746048,90.01597644159976,2.7063740799024933,192.01346218785216,309.1462437135117,-40.36843064589449,1.0857981,9.901327,2.8903284,29.956833,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3138.287,4.8382,-0.3559,5.1996,0.0003,0.0002,0.0001,-0.00017471419246339827,0.6265716634856139,0.029618231377574578
Gaia DR3 1129149723913123456,1129149723913123456,176.9394079814786,78.69329745305299,190.32514271529303,748.4182886031707,480.8043000048231,1.284949,9.551337,2.701994,-111.504585,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3056.1953,4.4017,-0.7508,5.2528,0.0,0.0,0.0,-0.12156414384572303,0.006499824862246062,0.6088674158768922
Gaia DR3 3741297293732404352,3741297293732404352,206.4405658448607,14.885052704598571,183.99619525468464,1776.006179566446,-1455.155718005634,1.0476037,7.6105833,2.1149225,15.581262,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3424.9907,4.3303,-0.7441,5.4354,0.0,0.0,0.0,-0.5192609558773503,-0.2582217718905464,0.15414352942470255
Gaia DR3 939072613334579328,939072613334579328,103.70012922713916,33.266408018167255,179.06293491259635,-726.6720778359679,-398.10237894601846,1.1459758,8.863551,2.5611715,22.296476,NOT_AVAILABLE,0,False,False,True,False,False,True,False,3337.7017,4.8663,-0.0159,5.5781,0.0,0.0,0.0,-0.11578920937255462,0.47498176993477415,0.32073148655831035
Gaia DR3 6882963066420161664,6882963066420161664,313.1361327596479,-16.974558468206272,177.93122142191174,-309.11501874685354,37.05090624523243,1.0382286,10.081701,2.9015598,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3000.1555,4.4638,-0.6792,5.6148,0.0001,0.0,0.0,0.3798687351742697,-0.4054238035822007,-0.16958801508300728
Gaia DR3 2261614264931057664,2261614264931057664,293.09759805108064,69.65345106254792,173.49391001786597,597.3842379704172,-1738.286102386087,1.6816003,4.449041,0.9943154,26.55193,NOT_AVAILABLE,0,True,True,False,False,False,True,False,5153.247,4.5007,-0.4074,5.7628,0.0,0.0,0.0,0.07719872223520471,-0.1810108982901715,0.5306553611588326
Gaia DR3 3340477717172813568,3340477717172813568,85.547707594821,12.482359917793618,172.67623105398982,1997.3418701227267,-1569.3549468971642,1.114727,10.11378,2.8699055,106.061874,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3000.0286,4.4424,-0.7013,5.7885,0.0,0.0,0.0,0.042706536662180765,0.5484763737202571,0.12178464117336225
Gaia DR3 6232511606838403968,6232511606838403968,224.37159427348143,-21.42314039626168,169.8842702825854,1031.4718694823848,-1723.6189029383202,1.2978287,5.3640366,1.3236036,26.751173,NOT_AVAILABLE,0,False,False,False,False,False,True,False,4503.0303,4.5357,-0.0429,5.887,0.0,0.0,0.0,-0.3686673224916067,-0.36066783679306574,-0.20236009443526884
Gaia DR3 5918660719983560192,5918660719983560192,266.6334444727895,-57.32506180218072,169.8041953551915,-1116.909499376398,-1353.9274705312537,0.97503436,9.592273,2.5847359,-43.794724,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3104.3184,4.3575,-0.864,5.8922,0.0,0.0,0.0,-0.017548987639560445,-0.29832436398536377,-0.4659394407796267
Gaia DR3 2739689239311660672,2739689239311660672,357.3066038231343,2.3969179441959985,169.21632962255026,992.7203890285492,-968.8064663267656,1.1554246,8.152917,2.095766,-71.366135,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3619.1145,4.8356,-0.2783,5.9056,0.0001,0.0,0.0,0.5511898028350339,-0.02592978103350153,0.023097511678691705
Gaia DR3 4293318823182081408,4293318823182081408,289.2276515036191,5.162976302668586,169.06150528157374,-579.0805296593278,-1332.8677163542409,0.91293514,8.099911,2.378519,35.329697,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3235.7446,4.1212,-0.7655,5.9095,0.0004,0.0003,0.0002,0.18102153761476428,-0.5190163975269022,0.049666577225041475
Gaia DR3 6002807341299977216,6002807341299977216,233.0469274248337,-41.28017408697192,168.9965073189456,-1176.447023619858,-1030.9703349025851,1.0352235,8.2741785,2.4276128,21.063974,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3211.7449,4.1088,-0.8105,5.9146,0.0001,0.0001,0.0,-0.24912379588893113,-0.33116242579446065,-0.363809394146756
Gaia DR3 425040000962559616,425040000962559616,12.285227381524424,57.81272812559009,168.83216034019418,1078.6091666696218,-551.1334202185512,3.1213033,3.3200667,0.8868861,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,5726.01,4.308,-0.972,5.9149,0.0,0.0,0.0,0.28700557377788133,0.06249982263304537,0.46666821235830763
Gaia DR3 4109030160308317312,4109030160308317312,258.83511696459266,-26.60789783205067,168.13027793748972,-465.86077428732233,-1141.1676949906755,0.66811454,4.828591,1.0597496,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,4997.0127,4.5379,-0.3685,5.9498,0.0,0.0,0.0,-0.09490410895643095,-0.48084735912554244,-0.24552003662259708
Gaia DR3 4109034455276324608,4109034455276324608,259.05329410009625,-26.551146094884785,167.9616795430231,-479.57323273959537,-1124.331683365442,0.73806286,5.889863,1.4148359,-0.067876756,NOT_AVAILABLE,0,True,True,False,False,False,True,False,4381.2256,4.6238,0.136,5.9525,0.0,0.0,0.0,-0.09307629930027904,-0.481225407427946,-0.24492330131789475
Gaia DR3 4109030160308320128,4109030160308320128,258.83412017812816,-26.606806615399403,168.003078856296,-498.6001998992269,-1149.1581425021811,0.6913257,4.831335,1.0583043,0.26360852,NOT_AVAILABLE,0,True,True,False,False,False,True,False,4991.236,4.5376,-0.3459,5.9538,0.0,0.0,0.0,-0.09484961324574166,-0.48052724101161853,-0.24534575814976953
Gaia DR3 3136952686035250688,3136952686035250688,116.1658359308822,3.5504844454883244,166.97689652666736,-347.78160133471783,-445.7017799350484,1.3503697,9.692206,2.997038,25.717104,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3098.9648,4.7247,0.0003,5.9792,0.0002,0.0001,0.0001,-0.2400809543658618,0.4886442138237385,0.033780750226782834
Gaia DR3 4847957293278177024,4847957293278177024,50.00034361894219,-43.06655252783423,165.5242095575573,3035.01731561514,726.9644815849239,1.976701,4.063915,0.9325981,87.75779,NOT_AVAILABLE,0,True,True,False,False,False,True,False,5427.3184,4.4433,0.0247,6.0327,0.0,0.0,0.0,0.25388353449459816,0.3025702995009188,-0.36917927355162566
Gaia DR3 6427464123776727168,6427464123776727168,302.19503988923026,-66.18709128441725,163.9544145383167,1211.7606270999615,-1130.2369049548956,2.8562405,3.3641381,1.0192785,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,5437.5474,4.3012,0.0321,6.099,0.0,0.0,0.0,0.11503963237513022,-0.18271491311232393,-0.4892440141172968
Gaia DR3 6673000841376349696,6673000841376349696,303.4773905559996,-45.16473054247641,162.2171000791857,778.3309821152101,-159.9388249728239,1.0053535,7.2426615,1.9117098,-33.51682,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3588.5205,4.0644,-1.4065,6.1659,0.0004,0.0003,0.0002,0.20572739599504558,-0.31108683882063914,-0.37511026616925625
Gaia DR3 6324325225803432320,6324325225803432320,218.5684317569689,-12.516923853592898,159.9225477824956,-355.1381150377546,593.0401507540619,1.4434574,9.894982,2.9232502,-1.359221,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3000.055,4.3516,-0.5936,6.2554,0.0,0.0,0.0,-0.39797391652579744,-0.3173395555234981,-0.11300177605681917
Gaia DR3 6322070093095493504,6322070093095493504,229.8563013332923,-7.722707024157902,158.71827296463243,-1221.2776289653712,-97.22923861858034,1.3033525,9.421787,2.5615683,-9.745852,NOT_AVAILABLE,0,False,False,False,False,False,True,False,3110.4065,4.2666,-0.849,6.2984,0.0,0.0,0.0,-0.33082658031537626,-0.39226159873130123,-0.06958670296194619
Gaia DR3 1022456139210632064,1022456139210632064,138.5835616152243,52.68408016691263,157.88793077923938,-1545.7874520604669,-569.052823523412,1.0839477,6.976026,1.8173037,10.642178,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3745.384,4.5113,-0.5138,6.3395,0.0004,0.0003,0.0001,-0.23388842330069048,0.20631967249957117,0.4091703158997365
Gaia DR3 1428427236986209024,1428427236986209024,246.3558883328168,54.30333866560462,154.35026839246862,432.2302358898869,-171.6519267889513,1.0494165,9.139769,2.2954597,-13.3674,VARIABLE,0,True,True,True,True,False,True,False,3453.4927,4.9103,-0.3124,6.4746,0.0001,0.0001,0.0,-0.11788323471497941,-0.26925881313597533,0.40910172790113214
Gaia DR3 3907283967108054528,3907283967108054528,184.7417473445944,11.126952372027484,154.69993660722557,-1269.7707366268774,203.44413820016848,1.3976034,11.926109,3.5332613,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,2912.4417,5.0372,-0.2564,6.476,0.0012,0.0007,0.0005,-0.4924793170894682,-0.0408504518912695,0.09719385984619787
Gaia DR3 5243594081269535872,5243594081269535872,145.69216012443803,-68.87998537875298,153.75934537322692,-75.8282413684787,1128.8488141856592,1.0661858,11.133258,3.1541195,30.433004,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3040.3696,5.0426,-0.0973,6.4933,0.0,0.0,0.0,-0.14950051651862037,0.10201231612879082,-0.4685558328870857
Gaia DR3 4339465360510320128,4339465360510320128,253.85142032580904,-8.32657626383978,153.87539543012036,-817.5802750580574,-898.5949677238423,1.08038,10.444497,2.7784386,15.20472,VARIABLE,0,True,True,False,True,False,True,False,3028.3591,4.4886,-0.7948,6.501,0.0,0.0,0.0,-0.1380668558281296,-0.4768260868369422,-0.07265395586381675
Gaia DR3 1237090738916392832,1237090738916392832,222.8466426652314,19.10110410794757,148.17931678941665,133.37604517724114,-182.0591844077652,1.5099552,6.4300914,1.5178809,2.3123786,NOT_AVAILABLE,0,False,False,False,False,False,True,False,4244.478,4.6362,0.1444,6.7397,0.0,0.0,0.0,-0.3352731542584042,-0.3109737031927898,0.15836019432099074
Gaia DR3 3988987164339438208,3988987164339438208,165.0156786023955,22.83170230265937,148.19855031056267,-426.9577221576853,-282.2984031950638,1.1143636,8.977005,2.4295382,2.6542065,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3181.3076,4.1923,-0.8413,6.7458,0.0,0.0,0.0,-0.4304600784753843,0.11521519004634587,0.1876084059828791
Gaia DR3 1237090738916392704,1237090738916392704,222.8480514738455,19.10026964007245,148.06949945238355,127.4678757766822,-40.56864549694421,1.0991775,4.4804826,0.92511153,1.5923321,NOT_AVAILABLE,0,False,False,False,False,False,True,False,5386.0786,4.4925,-0.0427,6.7505,0.0001,0.0001,0.0,-0.33473081095949053,-0.3104859785853661,0.1581001873698347
Gaia DR3 5153091836072107136,5153091836072107136,45.462424511757,-16.59453280551054,145.69218853775283,-369.9718433507469,-267.931311928784,1.0732157,10.058402,2.590352,-5.7440805,NOT_AVAILABLE,0,True,True,True,False,False,False,False,3282.5583,4.9874,-0.2232,6.8552,0.0,0.0,0.0,0.31980169064905073,0.32500593656551674,-0.13588100979715215
Gaia DR3 2828928008202069376,2828928008202069376,344.1402217312129,16.55216937227734,145.62341010499722,-1034.7334113799404,-284.13086712481174,1.0549177,7.795021,2.1508222,-27.866117,NOT_AVAILABLE,0,False,False,True,False,False,True,False,3398.1133,4.1772,-0.745,6.8717,0.0006,0.0004,0.0002,0.4376488754153687,-0.1243354679199218,0.1352183809096501
Gaia DR3 3864615459886222464,3864615459886222464,162.7129640681676,6.804489538122279,143.53906190611502,-856.2894965300052,-818.5834069021728,1.0026705,10.290781,2.8693,-1.2423668,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3000.7288,4.3615,-0.7023,6.9687,0.0,0.0,0.0,-0.44374030859623015,0.13809957979933918,0.055453013429031583
Gaia DR3 3855208897392952192,3855208897392952192,157.22878342623204,0.8377468877660948,142.09514314210975,-602.9919780451988,-731.8819964236676,0.8839424,8.675959,2.2955694,7.9766526,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3291.319,3.9977,-1.3453,7.0329,0.0,0.0,0.0,-0.427565454418205,0.17947927157829652,0.006780561293783422
Gaia DR3 2195886971653527168,2195886971653527168,313.3324563031005,62.15095770150352,142.054284613815,0.2591201846900617,-773.0957499352076,0.86993074,7.756715,2.0436773,-17.7865,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3473.9587,3.9736,-1.3532,7.0383,0.0002,0.0002,0.0001,0.14855184315375078,-0.15746058349326833,0.409731162750879
Gaia DR3 2640434056928150400,2640434056928150400,353.7970694377148,-2.3927993943668997,139.33889353237683,781.4186685195082,-841.5160515945944,1.1472371,12.623748,3.7062197,-40.813717,NOT_AVAILABLE,0,False,False,False,False,False,True,False,2863.0981,5.0978,-0.469,7.1788,0.0007,0.0004,0.0003,0.4512784647768488,-0.04904788418544737,-0.01896840996452213
Gaia DR3 18565464288396416,18565464288396416,39.07167733324421,6.8780898981735605,138.4370910355932,1801.671457880569,1450.4869465238849,1.8051597,10.333128,2.8553162,26.102678,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3002.6929,4.3483,-0.7057,7.2242,0.0,0.0,0.0,0.34798526610935615,0.2825144437611086,0.05406761731907336
Gaia DR3 5975663354131618304,5975663354131618304,259.75125274377365,-34.997795092684065,138.0662741149332,1131.5170733698835,-215.5688956960665,0.95609975,9.386162,2.2938309,6.128468,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3313.4404,4.2748,-1.2929,7.2425,0.0003,0.0002,0.0001,-0.06563610702967913,-0.36301775531095076,-0.2582880421256837
Gaia DR3 2552925644460225152,2552925644460225152,12.099107075154986,5.27553944692346,134.49484768931154,755.893500290751,-1141.719303057953,1.0807776,5.467689,1.1095943,-10.367759,NOT_AVAILABLE,0,True,True,False,False,False,True,False,4859.2896,4.5204,-0.6271,7.4303,0.0,0.0,0.0,0.42738522199677903,0.0916164859263858,0.04035984048484736
Gaia DR3 6604147121141267712,6604147121141267712,344.1019414017392,-31.56626896213439,131.55250924995755,330.2033788189263,-158.6023341436887,0.9246975,6.0918646,1.3403125,6.78536,NOT_AVAILABLE,0,False,False,False,False,False,True,False,4463.109,4.5396,-0.1788,7.6016,0.0,0.0,0.0,0.35159313949769766,-0.10014106049898318,-0.22460741714256177
Gaia DR3 4286249341336984576,4286249341336984576,282.0747587449577,7.690323894810538,131.27900875405268,376.04230329093866,248.7191969416535,1.1973784,12.296879,3.5128498,-34.63805,NOT_AVAILABLE,0,True,True,False,False,False,True,False,2928.8215,5.1135,-0.2092,7.6114,0.0,0.0,0.0,0.08883280055171479,-0.4152604672584646,0.057342687460460014
Gaia DR3 3738099879558957952,3738099879558957952,202.50420163284343,10.372389574126087,131.10134519384707,1127.3405332043346,-1073.8881364845809,1.0927536,8.205292,2.0878701,14.117485,NOT_AVAILABLE,0,True,True,True,False,False,True,False,3391.0374,4.1033,-1.0255,7.6238,0.0003,0.0002,0.0001,-0.38877677436679425,-0.16107001512510952,0.07702563731456245
Gaia DR3 96331172942614528,96331172942614528,25.62258568627586,20.26551918225611,130.823369060264,-300.73691840079994,-673.5388952717276,1.2618266,4.99968,1.0224853,-33.697662,NOT_AVAILABLE,0,False,False,False,False,False,True,False,5092.744,4.4769,-0.307,7.6485,0.0,0.0,0.0,0.36069567404727754,0.172991267390621,0.14770351474738416
Gaia DR3 114207651462714880,114207651462714880,41.068881780380345,25.52175109435131,130.19563405443222,864.5251260254983,-363.19555086835487,1.080172,9.467294,2.5002089,30.25486,NOT_AVAILABLE,0,False,False,True,False,False,True,False,3179.169,4.318,-0.7115,7.6778,0.0003,0.0002,0.0001,0.28901713547567015,0.25184942348751455,0.1830283720492391
Gaia DR3 3828238392559860992,3828238392559860992,153.07293731001045,-3.746747553020674,129.7543962369321,-152.7602239093057,-243.6929553880118,1.033861,8.331761,2.2344894,7.3660765,VARIABLE,0,True,True,True,True,False,True,False,3358.8308,4.2371,-0.7087,7.7076,0.0009,0.0006,0.0004,-0.3764775637708365,0.19122161414673372,-0.02765212009213996
Gaia DR3 999747822484300800,999747822484300800,90.29510135819427,59.59306278611283,129.3014012527262,-104.94209374584324,-928.62794223048,1.1339737,10.417205,2.7911243,1.7847658,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3013.4104,4.31,-0.7924,7.729,0.0,0.0,0.0,-0.0011000636883501144,0.21358237585787312,0.3639462064004214
Gaia DR3 4177731838628465408,4177731838628465408,271.2841138366001,-3.032798001841446,129.21844952774617,569.7350500009994,-332.72570584176094,1.0240192,8.519395,2.1195245,32.302925,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3619.0828,4.7866,-0.1193,7.7298,0.0,0.0,0.0,0.009442629643715183,-0.42124944274706616,-0.022324160993775044
Gaia DR3 2161121135533953536,2161121135533953536,270.57119282072466,64.26058361909148,128.30565976722806,196.39438808300972,-383.7888416782764,1.4476835,11.758081,3.2589169,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3004.6438,5.0592,-0.1121,7.7782,0.0,0.0,0.0,0.0018153814082182164,-0.18209305738001655,0.3777150292448363
Gaia DR3 5535361753834861312,5535361753834861312,115.04626042327716,-42.95894881177925,125.30284548899108,-483.4584532806379,504.7743174008572,1.0951318,12.030774,3.3734112,27.50587,NOT_AVAILABLE,0,True,True,False,False,False,True,False,2960.3953,5.0687,-0.0878,7.9706,0.0,0.0,0.0,-0.12678013545150427,0.27130875349844114,-0.2788584229374782
Gaia DR3 5559035514779971456,5559035514779971456,104.4373295461301,-44.29139605439596,124.56954932191704,-1118.0733608822757,-48.93441388223231,1.6439328,10.418207,2.6348133,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,3179.6157,4.4549,-1.0393,7.9993,0.0,0.0,0.0,-0.07276496005319859,0.28263620604527623,-0.2847215132831888
Gaia DR3 3288921720025503360,3288921720025503360,72.46212402119102,6.961331008537464,124.61980141424488,463.9544034849098,11.937009936843957,3.9249425,3.0879216,0.8058183,,NOT_AVAILABLE,0,True,True,False,False,False,True,False,6154.11,4.0309,-0.8722,8.016,0.0,0.0,0.0,0.12170420030361409,0.3851085303651733,0.04931378020664176
