designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,x,y,z
Gaia DR3 383426372059603712,383426372059603712,4.279896289658576,40.94866840359883,68.08463937366406,567.191978775712,83.45352189239841,0.98883563,8.371856,1.727673,2.2630439,NOT_AVAILABLE,0,True,True,False,True,False,True,True,3875.68,4.4782,-0.4845,14.6556,0.0017,0.0012,0.0007,0.16762036432700414,0.012544293599287918,0.14585344371367137
Gaia DR3 6748796396992580352,6748796396992580352,301.938875576301,-31.75734063168764,68.11609120046371,283.1069525244838,-753.6891632177479,1.1179513,11.1300335,2.8257837,,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3002.0583,4.0637,-0.7698,14.6696,0.0003,0.0002,0.0001,0.10000895367730457,-0.16042836871408,-0.11701979626690241
Gaia DR3 4714117865996976768,4714117865996976768,34.366362901437554,-59.38085727536495,68.18113517688056,-243.74937478461425,-462.6559146785677,1.2192392,13.808198,3.4887075,,NOT_AVAILABLE,0,True,True,False,False,False,True,True,2928.611,5.1056,-0.3701,14.6721,0.0002,0.0001,0.0001,0.09345867684578561,0.06391193267063727,-0.19130232939214933
Gaia DR3 6748796362632835968,6748796362632835968,301.9517201506811,-31.76141198629372,68.08475062300936,287.37637893574384,-750.8153231639955,1.2372748,11.0793705,2.5374851,1.2655753,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3211.8826,4.2285,-1.1328,14.678,0.0,0.0,0.0,0.0999832635990068,-0.16030709492514475,-0.11696625306136318
Gaia DR3 1123140411831352064,1123140411831352064,127.8848217074612,73.06392994460376,68.21401263922408,611.2325858847444,273.2069727062108,1.3873489,11.658877,2.7756414,-90.458145,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3033.9287,4.3345,-0.7086,14.6791,0.0,0.0,0.0,-0.0397461754462988,0.0510841232875206,0.21255440728451036
Gaia DR3 348515297330773120,348515297330773120,25.451342746949244,42.612699774488185,68.02437179464543,824.7606518454206,-156.4226297983505,2.8920834,4.800438,0.80515003,0.20113944,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5777.9346,4.2294,-0.3016,14.6884,0.0,0.0,0.0,0.14755754302338858,0.07022758097042711,0.15033657057098693
Gaia DR3 5994771148252505216,5994771148252505216,239.4182138238268,-42.62508240537215,67.84333793843794,-257.09792547764425,-190.7977977298853,0.9224219,7.658037,1.3662348,35.665443,NOT_AVAILABLE,0,True,True,False,False,False,True,True,4413.7607,4.5554,-0.1082,14.7317,0.0,0.0,0.0,-0.08288048660908848,-0.14024498143821157,-0.14992990534163886
Gaia DR3 5902750168276592256,5902750168276592256,230.43977568214885,-48.31885569587278,67.84669435693799,-1623.2748018634263,-275.5476122093827,0.90641874,5.48217,0.8367486,-68.7763,NOT_AVAILABLE,0,False,False,False,False,False,True,True,5620.91,4.3504,-0.6025,14.7331,0.0,0.0,0.0,-0.0937576101656205,-0.11349380996689924,-0.1653364960135698
Gaia DR3 4477025122831072768,4477025122831072768,275.52249410601604,6.344266820214252,67.54092303053194,-1190.3867555091729,111.10333323177484,1.1909015,11.382801,2.592926,-43.75295,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3300.721,4.9005,-0.1807,14.7481,0.0002,0.0001,0.0001,0.02115248625460169,-0.218776653602089,0.024437697188599682
Gaia DR3 139860666488305664,139860666488305664,43.0351018418911,34.384950446682915,67.6743342414237,995.8045303279958,-990.4426955017344,1.0606014,9.027057,1.6715164,-49.889217,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3978.9165,4.734,-0.4157,14.751,0.0,0.0,0.0,0.13337513948141982,0.12452718321091788,0.12487064235195386
Gaia DR3 4423865487962417024,4423865487962417024,236.00738859967447,2.5145586194039797,67.60073784021641,-42.43111062102935,-136.8448650184824,1.0497818,5.7004476,0.8525076,18.953377,NOT_AVAILABLE,0,False,False,False,False,False,True,True,5579.6113,4.3809,-0.0962,14.7516,0.0,0.0,0.0,-0.12349417494349237,-0.1831385820586545,0.009700317559218116
Gaia DR3 1014058103758571520,1014058103758571520,134.7989643318015,48.040871471105525,68.00099930164292,-439.8355245306663,-214.0709500414631,4.8404894,3.120973,0.50758815,13.000446,NOT_AVAILABLE,0,True,True,False,False,False,True,True,7498.3286,3.9261,-1.7544,14.7754,0.0,0.0,0.0,-0.10399405776402627,0.10472640542269894,0.16414903312560725
Gaia DR3 3143635723866162432,3143635723866162432,117.96608429205932,5.547391784308839,67.62125670948608,443.24594682958303,-409.8852509291396,1.1668386,13.14167,3.2153263,44.945427,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3036.8499,5.0785,-0.2127,14.7786,0.0,0.0,0.0,-0.10300985381737231,0.19401032158430256,0.02133435648742317
Gaia DR3 393621524910343296,393621524910343296,2.232272882260645,49.31654365243212,67.76173440284941,352.6706663536907,202.424117319796,1.1029133,14.384546,3.77112,-7.102995,NOT_AVAILABLE,0,True,True,False,False,False,True,True,2856.8083,5.1855,-0.5086,14.783,0.0003,0.0002,0.0001,0.14371443922619093,0.005602022840113483,0.16730803179641754
Gaia DR3 5835498883232034816,5835498883232034816,242.4272238506283,-56.44366680941792,67.44689289916005,-135.1053892272478,333.7932969424783,0.83193874,6.866891,1.0538516,36.524982,NOT_AVAILABLE,0,True,True,False,False,False,True,True,4986.093,4.5483,-0.3246,14.7864,0.0007,0.0006,0.0003,-0.05643655453256302,-0.10807821679683391,-0.1838173859432266
Gaia DR3 4586421272746553472,4586421272746553472,275.86767226420693,28.166943770663465,67.54648447599624,-77.37415860047683,-183.95110152979424,1.2555726,11.363881,2.706684,-21.759964,NOT_AVAILABLE,0,True,True,True,False,False,False,True,3154.896,4.2705,-1.0295,14.7954,0.0001,0.0,0.0,0.019867453459038325,-0.19332009062330335,0.1040589673749518
Gaia DR3 6465749496610128512,6465749496610128512,324.17482929020497,-50.84627224743216,67.50016953111843,423.5383221832554,-199.48407847485748,0.8894558,6.8949704,1.0830588,27.03068,NOT_AVAILABLE,0,True,True,False,False,False,True,True,4901.7725,4.5183,-0.555,14.8082,0.0,0.0,0.0,0.11275797690399648,-0.08139894425907689,-0.17079671508456437
Gaia DR3 2995725777563537792,2995725777563537792,89.10103276512667,-14.16708077541103,66.85733766272052,-41.4740727699853,139.22152520681215,4.160437,3.635856,0.5394423,-1.8705802,NOT_AVAILABLE,0,True,True,False,False,False,True,True,6887.405,4.1654,0.0758,14.8215,0.0,0.0,0.0,0.0033475187667515744,0.2133369836519412,-0.05385878332845032
Gaia DR3 4660766641264343552,4660766641264343552,82.18605720150947,-65.44556102984839,66.99194426467628,66.14405506784301,126.00708534127683,3.5232005,11.354325,3.006712,32.18718,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3134.456,4.6523,0.0181,14.8217,0.002,0.0012,0.0009,0.012432519013935812,0.09059563525812818,-0.20015294030112488
Gaia DR3 4701057557644479232,4701057557644479232,32.818601731133086,-63.22957355454984,67.523956706877,-669.6024712835617,-345.9816589505816,1.214967,11.164163,2.4552498,11.815999,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3162.1353,4.2808,-0.9273,14.8281,0.0001,0.0001,0.0,0.08325985427999069,0.05369558055233446,-0.19638260158472454
Gaia DR3 6385548541499112448,6385548541499112448,340.4963344829453,-69.17220908339867,67.21234716183032,334.41936695017966,-726.9859085966832,1.1623862,13.36496,3.3892984,-9.902071,NOT_AVAILABLE,0,True,True,False,False,False,True,True,2963.0146,5.0452,-0.1548,14.8525,0.0004,0.0003,0.0002,0.07359966702907432,-0.026068308164684747,-0.20524678649210898
Gaia DR3 746545172372256384,746545172372256384,150.24996758591067,31.92176197567589,66.99581320003026,-528.8706141097352,-429.37565915124185,0.9407839,5.2049575,0.84054756,55.988895,NOT_AVAILABLE,0,True,True,True,False,False,True,True,5759.9775,4.2297,-0.2052,14.861,0.0,0.0,0.0,-0.16172861809964276,0.09243564200200223,0.11604770314570266
Gaia DR3 2043885295914531072,2043885295914531072,284.25768829000344,32.90072064481614,67.14120107780762,164.15888580530518,-134.64853836580505,2.727981,5.1740646,0.77946234,-42.575024,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5844.264,4.2475,-2.0133,14.8872,0.0,0.0,0.0,0.04530295901191164,-0.17828055272271515,0.11900360727982545
Gaia DR3 1923896725839633024,1923896725839633024,352.35024201314707,41.46834562835856,66.91362380080965,409.4331497204968,-42.91407023684621,1.1902289,10.711198,2.6102238,-15.348702,VARIABLE,0,True,True,False,True,False,True,True,3097.0193,4.0901,-0.7551,14.8882,0.0007,0.0004,0.0003,0.1626930839528219,-0.02185171350105266,0.14506959562052327
Gaia DR3 2379962604166006016,2379962604166006016,347.5691382870544,-25.93119473911205,67.10138026989291,715.7831790724741,24.942465882986564,1.4749031,10.325614,2.2694492,-6.9869113,VARIABLE,0,True,True,True,True,False,True,True,3302.5571,4.0174,-1.3612,14.9106,0.0,0.0,0.0,0.19210637810941936,-0.0423458173576423,-0.0956535905817451
Gaia DR3 4315804351350378496,4315804351350378496,291.24577656808344,11.947271123353104,67.01526888035684,721.2921943048541,642.9684532716341,0.71956986,4.9713717,0.90421486,-100.325775,NOT_AVAILABLE,0,True,True,True,False,False,True,True,5465.647,4.1026,0.1898,14.9156,0.0,0.0,0.0,0.07752204858251006,-0.19939112660011424,0.045266712049760356
Gaia DR3 5663558453071724288,5663558453071724288,145.55812521272944,-23.91440138294453,66.8827127039656,-399.4967505319404,262.3193092074325,0.8518801,4.772147,0.7007799,34.69791,NOT_AVAILABLE,0,False,False,False,False,False,True,True,6030.947,4.1541,-0.4561,14.9462,0.0,0.0,0.0,-0.1645164124680901,0.11282343565973331,-0.08846014744469162
Gaia DR3 3489338019475637760,3489338019475637760,182.10387983595368,-24.72905347552688,66.76962847793135,96.97570221883612,-40.02257455269839,2.2829719,3.946629,0.4981413,,NOT_AVAILABLE,0,True,True,False,False,False,True,True,6900.1777,4.1915,-0.5055,14.9495,0.0,0.0,0.0,-0.19803107044790208,-0.007274897626886513,-0.09126732736899236
Gaia DR3 1209281444150517120,1209281444150517120,233.82906634288568,17.717133629282703,66.92910252686589,-1209.510353669511,-171.18238775831105,1.4279274,13.425289,3.1287556,-44.240623,NOT_AVAILABLE,0,True,True,False,False,False,False,True,3002.6665,5.0175,-0.5201,14.9533,0.0025,0.0015,0.001,-0.12262580895956213,-0.1677253869414517,0.06637673197771145
Gaia DR3 6518076316215261568,6518076316215261568,336.27437822026934,-47.88254046859564,66.7144132277478,488.0277534196696,-642.3194198113408,1.0220927,11.2144985,2.7516813,-10.751796,NOT_AVAILABLE,0,True,True,False,False,False,False,True,3222.6016,4.7629,-0.0393,14.9544,0.0004,0.0003,0.0002,0.13390728888981557,-0.05885262422973385,-0.1617806321772409
Gaia DR3 1138963758544545280,1138963758544545280,123.42723031947163,79.30137045178125,66.71536126267922,-350.8644781813407,-407.8282203385623,1.3124559,13.193779,3.1891136,-1.0116843,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3034.5415,5.084,-0.2297,14.9578,0.0,0.0,0.0,-0.022299312998222753,0.033783735123925324,0.21426045783281603
Gaia DR3 1209281375431039104,1209281375431039104,233.8298545449259,17.71229222349208,66.87752433502216,-1211.1074195888914,-164.39397175786522,1.4554548,11.349645,2.4395103,-43.93056,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3187.4963,4.4078,-0.8665,14.9811,0.0,0.0,0.0,-0.12239925627280412,-0.1674203462574896,0.06623603455813312
Gaia DR3 3850237416912716928,3850237416912716928,149.7346148256968,5.966340551968416,66.48567490057262,-180.66564657557555,-68.83650702286903,1.2224141,13.076926,3.1423988,9.864261,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3048.4922,5.0719,-0.2042,14.9923,0.0,0.0,0.0,-0.18687930796189822,0.1090520497006204,0.022612956622335676
Gaia DR3 4581486217883307008,4581486217883307008,266.5175653572068,24.65362657689869,66.60487036725706,-371.227043986259,508.03306077456926,1.3960376,11.548417,2.5890436,-79.42987,NOT_AVAILABLE,0,True,True,True,False,False,False,True,3212.4749,4.7011,-0.4208,15.0094,0.0009,0.0006,0.0004,-0.011996244173234012,-0.19712862959322527,0.09064318376437822
Gaia DR3 1159745146784043264,1159745146784043264,225.3341550448648,5.546794272660181,66.54279042104358,83.4653667188366,-442.6292647474591,1.3562928,11.074745,2.5879803,-6.5082827,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3189.273,4.4734,-0.4962,15.0358,0.0011,0.0007,0.0004,-0.15177415776829092,-0.15355488924717464,0.020967162820697573
Gaia DR3 2467242352575094784,2467242352575094784,25.994623558557567,-6.913531290688611,66.47497274909824,66.22872641353153,48.01811392371973,1.0730139,11.452647,2.5099554,17.828743,VARIABLE,0,True,True,True,True,False,True,True,3132.1082,4.3331,-0.8959,15.0507,0.0001,0.0001,0.0,0.1933656901705447,0.09428828851854451,-0.026085044983792036
Gaia DR3 4975284381908412672,4975284381908412672,11.441179788312354,-47.551632903583055,66.45087121691725,183.63534790636857,79.01452166151157,0.9613509,5.6450467,0.80877495,-10.918731,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5693.858,4.4057,-0.4342,15.0523,0.0,0.0,0.0,0.1433380650811199,0.029009248083614683,-0.15988646182869393
Gaia DR3 2918040883015489408,2918040883015489408,90.59401922772396,-20.32646095303724,66.51628734702223,-45.16327931560421,554.7856540451677,1.3173331,12.019874,2.7030344,5.684404,VARIABLE,0,True,True,True,True,False,True,True,3243.2441,4.9975,-0.2239,15.0559,0.0188,0.0119,0.008,-0.002106036564260645,0.20312925507064158,-0.07525050342645845
Gaia DR3 6366571314402539008,6366571314402539008,304.0513327574505,-75.51775999531469,66.23240646944261,251.73781585519427,37.78556032868542,1.1439649,13.867133,3.5419416,,NOT_AVAILABLE,0,True,True,False,False,False,True,True,2925.7554,5.13,-0.2661,15.0699,0.0005,0.0003,0.0002,0.03030621725799727,-0.04484409785245344,-0.2095517951140126
Gaia DR3 3015684005638599168,3015684005638599168,84.00082080161667,-7.64749055072158,66.44258656057254,110.24664772644472,466.6079341999858,1.2798513,11.476436,2.832347,29.105412,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3014.3997,4.2193,-0.6937,15.081,0.0,0.0,0.0,0.02240219222764378,0.21317199766394937,-0.028780694487789766
Gaia DR3 5885471411757745408,5885471411757745408,233.210796062217,-54.17483039409888,65.98643108705046,168.9547803354019,-119.16846553564004,1.2890154,11.606108,2.7759361,-0.9738895,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3032.2236,4.2844,-0.7272,15.0838,0.0039,0.0024,0.0016,-0.07579454957437855,-0.10135647648109215,-0.17532020706137277
Gaia DR3 892348454394856064,892348454394856064,113.65497694202988,31.869063238548996,66.31097257722519,-201.4056387267852,-96.9998978845338,1.006226,8.296116,1.9317946,-51.646282,VARIABLE,0,True,True,False,True,False,True,True,3680.8228,4.2517,-0.3963,15.0876,0.0004,0.0003,0.0002,-0.0736606690115442,0.1681625989392416,0.11413597801631982
Gaia DR3 3127503620545728128,3127503620545728128,100.54682814138062,3.5801351731802407,65.97550941370541,41.80124142777393,-258.5800038817528,1.0577447,10.898388,2.5628614,82.75351,NOT_AVAILABLE,0,False,False,True,False,False,True,True,3116.873,4.1823,-0.7595,15.1299,0.0025,0.0016,0.001,-0.03938082115764647,0.21151497506718853,0.013461190192082797
Gaia DR3 1889703529122914560,1889703529122914560,342.9758008163989,31.754005503153618,66.20519427385788,523.7997213332408,-48.31995310468763,1.4225554,10.501047,2.539195,-3.1008718,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3110.1282,3.9763,-0.859,15.1346,0.0,0.0,0.0,0.1752163713298762,-0.05364995185814498,0.11341377850006641
Gaia DR3 3127574019351694848,3127574019351694848,100.55578229579132,3.590786933723951,66.0601020598448,45.391436972434704,-253.46492213017848,1.2504951,12.044943,2.8406944,83.25635,NOT_AVAILABLE,0,False,False,False,False,False,True,True,3000.5608,4.3624,-0.7632,15.1495,0.0,0.0,0.0,-0.039362425018479745,0.21123271320470183,0.013483720629959688
Gaia DR3 3968118399284369280,3968118399284369280,165.83769461159238,13.632847157123214,65.84372644884124,-193.08047403561568,76.54246564451479,3.1169763,11.662589,2.8086882,-4.6811566,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3002.8118,4.2108,-0.7982,15.1716,0.0,0.0,0.0,-0.20257136213658833,0.05111665457233558,0.05067015868076388
Gaia DR3 1631591147276525696,1631591147276525696,253.2075718369321,63.07812356967455,65.75140564588044,147.37725742747352,152.85986679625617,1.4613466,12.757077,3.1373882,-21.720098,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3056.0022,5.016,-0.0193,15.1725,0.0,0.0,0.0,-0.028119417356209025,-0.09318050608800856,0.19166831537022466
Gaia DR3 5183110874332308480,5183110874332308480,47.9036106160578,-4.278627146775743,65.58408638544479,164.69152162479125,-382.4489740401996,1.5119205,12.117315,2.7316532,-43.609737,NOT_AVAILABLE,0,False,False,True,False,False,True,True,3148.0173,4.5559,-0.9568,15.1741,0.0002,0.0001,0.0001,0.14369158493201245,0.1590467753986629,-0.01603616525227989
Gaia DR3 2920772722738017920,2920772722738017920,105.30823249972616,-25.94855952902532,67.80068788037818,205.94936919125172,42.3405930329413,13.026053,6.468442,1.0571728,12.439901,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5001.6396,4.4493,-0.1797,15.1834,0.0,0.0,0.0,-0.05099523001740066,0.1863019890263589,-0.09399352785639879
Gaia DR3 2136665454312416128,2136665454312416128,293.7314941869015,53.25870136880634,65.74454862093053,300.4403833647029,481.88117288922456,0.9514282,11.150746,2.4206314,-26.853254,VARIABLE,0,True,True,True,True,False,True,True,3214.7615,4.3995,-0.8141,15.1868,0.0037,0.0025,0.0015,0.05170358628608596,-0.11760836769581524,0.172099041296531
Gaia DR3 6319027263385067264,6319027263385067264,227.95646558543496,-10.23946473507324,65.50372233574542,-967.8826915662452,-250.19584101508843,1.3049878,12.744244,3.0358162,8.367461,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3082.9346,5.0315,-0.106,15.1891,0.0,0.0,0.0,-0.14151351709286444,-0.1569267335379763,-0.03817101684305242
Gaia DR3 5309974484478157696,5309974484478157696,139.21177443154738,-55.931717293874456,65.74669604193406,-114.90803603675992,-458.8206260137987,1.1780697,12.249935,2.6993961,7.5206194,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3058.54,4.5165,-0.8307,15.1941,0.0,0.0,0.0,-0.09104339773565773,0.07855390888925626,-0.17781772451358016
Gaia DR3 4510987662629223424,4510987662629223424,282.96221674804065,16.581141262023806,65.75904911941527,-225.9062601954777,-481.82791874579095,0.9545572,9.381406,1.9503746,-14.831185,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3781.716,4.713,-0.093,15.1941,0.0001,0.0,0.0,0.04614773203163477,-0.2004908935140539,0.061258048209969634
Gaia DR3 3023711269067191296,3023711269067191296,87.1458581131804,-4.095664047742017,65.74459508507027,61.42699725421628,-229.29120099564253,1.0174928,5.805881,0.8163104,31.419485,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5647.247,4.4267,-0.5255,15.2071,0.0,0.0,0.0,0.010652259678247344,0.2136630300970584,-0.015318306030345704
Gaia DR3 5482827676662168832,5482827676662168832,98.45477358738192,-58.52492101506923,65.72201000383623,-404.0495587600376,795.9495508571433,1.1203085,10.532771,2.4278374,26.240705,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3187.0657,4.1268,-0.8523,15.2144,0.0,0.0,0.0,-0.016456948682919307,0.11071375800489976,-0.18283192385921937
Gaia DR3 5588607120530408832,5588607120530408832,116.39431122718192,-34.164961809798164,65.4543891564485,-222.26726543779748,1707.6957515021272,4.23563,5.1940136,0.79573345,104.585,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5714.2935,4.2364,-1.4071,15.2201,0.0,0.0,0.0,-0.07882300807813311,0.15882751400785783,-0.12034209154994682
Gaia DR3 6009538585839374336,6009538585839374336,236.8689134126426,-37.917263016788894,65.58889545142002,-415.5065784720489,-213.99093760389204,0.93576777,5.8338356,0.8790302,-6.9188695,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5540.079,4.416,-0.3561,15.2357,0.0,0.0,0.0,-0.09230374633209082,-0.14142587291649727,-0.13155308758334633
Gaia DR3 890284258753196544,890284258753196544,109.07456243442758,33.150948447796246,65.47603353070393,-96.42065386275289,-438.26702114799,1.1469711,12.920523,3.128972,9.477275,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3053.9277,5.0405,-0.1005,15.2429,0.0008,0.0005,0.0004,-0.05854419467526719,0.16930861053112473,0.11701009594274321
Gaia DR3 4934923028038871296,4934923028038871296,18.80055894824174,-45.53087326120101,65.52703093363316,665.0856537573542,178.0697950351904,1.381075,4.8279195,0.7278681,11.898967,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5980.5386,4.1673,-0.2454,15.2569,0.0,0.0,0.0,0.1417654061022576,0.04826242413042567,-0.1525565885983251
Gaia DR3 1573086507223498496,1573086507223498496,183.0899279516138,54.49017314324894,65.60053929125691,239.39238864412084,89.63936199713231,1.4999527,12.097119,2.790411,-17.807686,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3020.2935,4.4154,-0.76,15.2657,0.0,0.0,0.0,-0.12391824066608531,-0.0066893246958865575,0.17391680234622778
Gaia DR3 3858896247076028288,3858896247076028288,159.00215147100806,5.120786583129691,65.47083288977467,-654.1206933957492,127.51071790875385,1.1537838,11.367124,2.771164,20.158785,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3004.619,4.1022,-0.8074,15.2703,0.0,0.0,0.0,-0.1986090133176646,0.07623030062969137,0.019063977439875094
Gaia DR3 1573086442800134272,1573086442800134272,183.0886931780873,54.48616586319348,65.57916710555038,232.5251612739905,92.14790963525571,0.90572363,9.043074,1.8885117,-17.460161,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3626.983,4.3263,-0.8099,15.2714,0.0007,0.0005,0.0003,-0.12388427394184516,-0.006684813522453186,0.1738432117951741
Gaia DR3 2905516483501493120,2905516483501493120,82.7698222187872,-30.19782913482597,65.33025010048162,347.6636630570967,-467.0492148400514,1.3168769,11.837224,2.6790066,-30.098896,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3171.478,4.4509,-1.0263,15.2718,0.0003,0.0002,0.0001,0.0232310952041901,0.1831173518108545,-0.10742171400701124
Gaia DR3 3724242219117947904,3724242219117947904,210.88515306890972,10.785386119300137,66.14686931896217,88.24759014360356,-309.4912366302957,10.335547,6.1073637,0.92770433,-8.518403,NOT_AVAILABLE,0,True,True,False,False,False,True,True,5303.8096,4.4102,-0.526,15.2856,0.0,0.0,0.0,-0.17988294028576168,-0.1075944199157143,0.03992896720340887
Gaia DR3 3256334497479041024,3256334497479041024,59.36875368575957,-1.1600991567872856,65.42618467484711,-185.7123182739811,-142.90482384045606,1.057975,7.6725683,1.3569512,3.4087348,VARIABLE,0,False,False,False,True,False,True,True,4465.0986,4.5853,0.1666,15.2896,0.0,0.0,0.0,0.10866597189515606,0.18351563588086228,-0.004318889102844776
Gaia DR3 2507016253701863040,2507016253701863040,33.23006351010599,0.0048112291822607,65.49326176781493,555.4174047333511,28.9846837089732,1.378645,12.096099,2.9605303,27.54337,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3057.2944,4.4896,-0.6873,15.2902,0.0007,0.0004,0.0003,0.17842929123724918,0.11689461638399055,1.7912063416047967e-05
Gaia DR3 5170039467784804096,5170039467784804096,51.24784690007301,-5.367170566006298,65.26068409308351,-230.8831863961088,-768.4793029002251,0.95712316,7.4652786,1.373713,-13.359324,NOT_AVAILABLE,0,False,False,False,False,False,True,True,4505.107,4.546,0.2296,15.3086,0.0,0.0,0.0,0.13277711108771043,0.1654241166180352,-0.019928624415406493
Gaia DR3 3479221035031532416,3479221035031532416,178.2958474507511,-31.39953502009418,65.4612160282803,-1137.8384772685924,-138.29818145382848,1.3853953,12.271965,2.8623428,37.619152,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3002.2332,4.4598,-0.7153,15.3122,0.0,0.0,0.0,-0.18173022957291948,0.005406809946586139,-0.11097566529731948
Gaia DR3 5588141992752796800,5588141992752796800,113.0312367991138,-36.12487482399583,65.26738892078832,-244.91381196488803,-467.84903972194337,1.0697657,11.837175,2.592226,19.192259,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3097.3628,4.4083,-0.8667,15.3314,0.0003,0.0002,0.0001,-0.06722755446612794,0.15813843265463623,-0.12541863120882046
Gaia DR3 3256334497479304832,3256334497479304832,59.36949755306553,-1.1571447425364605,65.49184428680476,-209.4092999780572,-139.72987433821814,1.2309432,10.437843,2.4244537,3.3990128,NOT_AVAILABLE,0,False,False,True,False,False,True,True,3144.0466,3.911,-1.0432,15.3505,0.0001,0.0001,0.0,0.10823260140204534,0.1827891705752048,-0.004290801035568057
Gaia DR3 117709729140217216,117709729140217216,52.20764798129931,26.48616945277209,65.13193983564408,225.8988634084229,-133.00423730946244,1.4762088,12.137731,2.765005,0.12222812,NOT_AVAILABLE,0,False,False,False,False,False,True,True,3031.3464,4.4247,-0.8043,15.3649,0.0,0.0,0.0,0.11642840389291831,0.15013997177584187,0.09467007999440419
Gaia DR3 6096529059601571200,6096529059601571200,214.19550544539564,-44.888706723102096,65.00248993401277,-401.4835074697909,100.36442406557045,1.3378452,11.0822315,2.571723,12.156279,NOT_AVAILABLE,0,False,False,False,False,False,True,True,3120.965,4.2183,-0.7947,15.3813,0.0003,0.0002,0.0001,-0.12425968687542353,-0.08443254728998723,-0.14964840848155514
Gaia DR3 2620145937091715072,2620145937091715072,331.54090391057207,-7.394198350555103,65.08524874825858,175.5267937066517,-219.37775587294672,0.9840969,14.192143,3.6845856,,NOT_AVAILABLE,0,True,True,False,False,False,True,True,2877.3408,5.1283,-0.3604,15.3932,0.0004,0.0002,0.0002,0.18472962846805158,-0.10012931253426295,-0.027268342893251196
Gaia DR3 2312376723918929920,2312376723918929920,356.6576476677058,-34.16710787919001,64.97947000662334,-310.7768424618312,-1.4583902043975314,1.7945127,11.485288,2.4915638,-12.992899,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3181.4543,4.4814,-0.7434,15.4044,0.0006,0.0004,0.0002,0.17488733928451158,-0.01021365043908559,-0.1189088668507935
Gaia DR3 2213428064767263360,2213428064767263360,346.8886073691008,68.66835203448122,64.92589932533124,1141.8903900265534,56.81842430232023,1.0747944,11.349268,2.5246296,23.108002,NOT_AVAILABLE,0,True,True,True,False,False,True,True,3242.541,4.6634,-0.4291,15.4091,0.0007,0.0004,0.0003,0.07498909407044717,-0.017466227762420586,0.19716349158059665
Gaia DR3 3278137572540701056,3278137572540701056,56.08602675057091,7.698683077306292,64.60638252238219,-164.06355364219,20.51560059911256,1.6373816,13.318586,3.1260595,-72.77707,NOT_AVAILABLE,0,True,True,False,False,False,True,True,3070.682,5.1167,-0.3912,15.4151,0.0001,0.0001,0.0001,0.11698764942964174,0.17400430643657683,0.02834426588061098
Gaia DR3 4896480390678599168,4896480390678599168,66.04804319730742,-23.94315427424809,64.86958019377371,-30.81585177411243,56.54924122457732,1.4744378,10.997837,2.4982204,5.336364,VARIABLE,0,True,True,True,True,False,True,True,3131.5269,4.1397,-0.9266,15.4194,0.0002,0.0001,0.0001,0.07848273012450559,0.17667364132380814,-0.08584245393610523
