ra,dec,distance_gspphot,X,Y,Z
217.39232147200883,-62.67607511676666,1.3011,-0.4744981772185121,-0.3626804983574182,-1.1559305973662624
269.4485025254384,4.739420051112412,1.8275,-0.017530087371432326,-1.8211670008539982,0.150995698737422
165.83095967577933,35.948653032660104,2.5453,-1.9978449193995291,0.5043839865355861,1.494243809475535
282.4587890175222,-23.83709744872712,2.9762,0.5873071023504456,-2.658217909405084,-1.2027943937543062
53.22829341517546,-9.458168216292322,3.2179,1.9001386319695552,2.5425843914261272,-0.5287893737331532
346.5039166796005,-35.8471642082214,3.2877,2.5913602474353015,-0.6219432028141412,-1.9253597093751966
176.93768799004127,0.7991199702364985,3.3731,-3.3679556968880617,0.1801801691400634,0.04704402669742952
316.7484792940004,38.76386244649797,3.4904,1.9822704692016118,-1.8648330290949025,2.1853818248827723
316.753662752556,38.75607277205679,3.4947,1.9850981074405563,-1.8671546471851812,2.1877036173418696
280.6830708352289,59.638357907754816,3.522,0.33000996180051295,-1.749361406925444,3.0389656288073175
280.68308624583415,59.635145454818776,3.5236,0.330191951714451,-1.7503235392878835,3.040246329302568
4.613226257557736,44.02478674398518,3.5625,2.553278566691415,0.2060251455357101,2.475828841071455
4.625300681217554,44.02874451664357,3.5638,2.553996267311771,0.20662479589240637,2.4769093040077115
330.8724078795965,-56.79725466122902,3.6481,1.7450768787399662,-0.9723983550252472,-3.0525041746787784
111.85462844259372,5.209382701706996,3.786,-1.403528327642243,3.49939116589296,0.3437523841023917
77.9599373502188,-45.0438126993602,3.9346,0.5799070039888066,2.718898388204124,-2.784308995306689
1.3832841523481234,-37.36774402806293,4.3458,3.4528459587200793,0.08337778708328637,-2.637589916945299
264.1040525731971,68.3334976375916,4.549,-0.17252258424091643,-1.6706221938352386,4.22760670396289
262.1701639221161,-46.89910489864381,4.5522,-0.42374129667971877,-3.0814521715210437,-3.323796123127355
343.3241110018443,-14.266689393516607,4.665,4.330983977336475,-1.2973711198785098,-1.149622096760457
152.8329289582321,49.451988897100506,4.8722,-2.8179193565264424,1.4461671756544603,3.7021971638708284
166.34205974427476,43.53094856108456,4.9055,-3.455931361915173,0.8397780424490543,3.378644922324862
323.3912518776402,-49.01263039681064,4.9647,2.6139262738764293,-1.9418922718432143,-3.7476245715511687
154.89881370110675,19.869809905451323,4.9694,-4.232187654607189,1.9826084193589517,1.6890197961177098
264.26088738973226,-44.32338224303842,5.0035,-0.357950621992332,-3.561599872158861,-3.495981972615603
271.364453818457,2.495224095912567,5.1193,0.12178499129064257,-5.112995980951496,0.2228744145706179
90.01597644159976,2.7063740799024933,5.1996,-0.0014482471520143468,5.193800311134049,0.24551250608481925
176.9394079814786,78.69329745305299,5.2528,-1.0283994939966437,0.05498674516956121,5.150852238086733
206.4405658448607,14.885052704598571,5.4354,-4.703523479284154,-2.3390015236123776,1.3962492300308171
103.70012922713916,33.266408018167255,5.5781,-1.104626118271968,4.531314028450066,3.0597702404597373
313.1361327596479,-16.974558468206272,5.6148,3.6717809217231436,-3.9187941764215695,-1.6392242389967042
293.09759805108064,69.65345106254792,5.7628,0.7860530096190566,-1.8430895908009317,5.403240256212015
85.547707594821,12.482359917793618,5.7885,0.43873376214587484,5.634619936378786,1.2511207409822829
224.37159427348143,-21.42314039626168,5.887,-3.9173948151927664,-3.8323936721896823,-2.15024314979988
266.6334444727895,-57.32506180218072,5.8922,-0.18680205747898612,-3.175545286894494,-4.9597417233363865
357.3066038231343,2.3969179441959985,5.9056,5.893914857973205,-0.27726913834631745,0.2469834647975056
289.2276515036191,5.162976302668586,5.9095,1.9382346410706321,-5.557214761434441,0.5317902043559573
233.0469274248337,-41.28017408697192,5.9146,-2.672025498742249,-3.5519467050134685,-3.902108083948367
12.285227381524424,57.81272812559009,5.9149,3.078646126791201,0.6704219515376919,5.005848024350113
258.83511696459266,-26.60789783205067,5.9498,-1.030064401497104,-5.2189915972605725,-2.6648103265508323
259.05329410009625,-26.551146094884785,5.9525,-1.0111429155401654,-5.227836357447858,-2.660746751214636
258.83412017812816,-26.606806615399403,5.9538,-1.0308575963869304,-5.2225321718949616,-2.6665004724345085
116.1658359308822,3.5504844454883244,5.9792,-2.631591637003582,5.35616009177107,0.3702798500752263
50.00034361894219,-43.06655252783423,6.0327,2.832908980937286,3.37617057572229,-4.119413579546474
302.19503988923026,-66.18709128441725,6.099,1.3120167503290612,-2.0838472932230334,-5.579784360114915
303.4773905559996,-45.16473054247641,6.1659,2.3980581537056938,-3.626178840869246,-4.372466914166168
218.5684317569689,-12.516923853592898,6.2554,-4.774626546368566,-3.8072290748157083,-1.355720205127339
229.8563013332923,-7.722707024157902,6.2984,-4.0237917915887405,-4.771016281780687,-0.8463721503727943
138.5835616152243,52.68408016691263,6.3395,-2.8819959508620463,2.542291116146885,5.041836517577241
246.3558883328168,54.30333866560462,6.4746,-1.5151392818628824,-3.460751698547119,5.258136152436457
184.7417473445944,11.126952372027484,6.476,-6.332516117497382,-0.5252731150971773,1.2497614877215557
145.69216012443803,-68.87998537875298,6.4933,-1.932627956867611,1.3187369427634217,-6.057130256658239
253.85142032580904,-8.32657626383978,6.501,-1.789057894360704,-6.1786695277155035,-0.9414434225727699
222.8466426652314,19.10110410794757,6.7397,-4.6693296851592025,-4.330912645940194,2.2054731996844525
165.0156786023955,22.83170230265937,6.7458,-6.005849296778514,1.6075011428908126,2.6175431113908627
222.8480514738455,19.10026964007245,6.7505,-4.676728955162089,-4.337989568572304,2.208914446715034
45.462424511757,-16.59453280551054,6.8552,4.607821456407251,4.682806163178635,-1.9578240227275676
344.1402217312129,16.55216937227734,6.8717,6.336199265176422,-1.8001058490596313,1.9576666453099354
162.7129640681676,6.804489538122279,6.9687,-6.607041675128265,2.0562244659233264,0.8256639382076898
157.22878342623204,0.8377468877660948,7.0329,-6.48404650410251,2.7218100326174715,0.10282747190750877
